Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Avg Entropy (bits)	Agg Entropy (bits)	Peak Time Relative	Peak Freq (Hz)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Center Time Rel.	Peak Freq Contour (Hz)	Freq Contour 50% (Hz)	File ID	Unit Quality	Family	Unit	Nb Harmonics	Chain	Chain ID	Z Shape	Z Plateau
29	Spectrogram 1	1	109.569748435	109.797446987	0.2277	6.501	7.345	0.6372	6352.295	1511.312	12720.211	11208.899	0.6372	6180.029;6180.029;6180.029;6180.029;6180.029;6180.029;6330.762;6330.762;6330.762;6330.762;2627.051;2627.051;2627.051;2648.584;2648.584;2648.584;2648.584;2648.584;5426.367;5426.367;5426.367;5426.367;5447.900;5447.900;5447.900;5447.900;5447.900;5469.434;5469.434;5490.967;5490.967;5490.967;5490.967;5490.967;5490.967;2734.717;2734.717;2734.717;5835.498;5835.498;5835.498;5835.498;5835.498;5835.498;5835.498;5813.965;5813.965;5813.965;5813.965;5813.965;5813.965;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;5813.965;5813.965;5813.965;5813.965;5813.965;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;4198.975;4198.975;4198.975;6180.029;6180.029;6180.029;4198.975;4198.975;4198.975;4586.572;4586.572;5620.166;5620.166;6029.297;6029.297;6029.297;6029.297;6029.297;6029.297;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830	6201.562;6180.029;6180.029;6180.029;6180.029;6180.029;6180.029;6029.297;5727.832;5318.701;5275.635;5103.369;5038.770;5017.236;4069.775;3574.512;3208.447;3122.314;3100.781;3100.781;3100.781;3100.781;3122.314;3122.314;3122.314;3143.848;3423.779;4005.176;4801.904;5081.836;5275.635;5275.635;5275.635;5081.836;4844.971;4715.771;4737.305;4909.570;5275.635;5383.301;5469.434;5490.967;5490.967;5598.633;5620.166;5620.166;5620.166;5577.100;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5577.100;5577.100;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5598.633;5577.100;5512.500;5490.967;5426.367;5318.701;5275.635;5232.568;5189.502;5232.568;5275.635;5275.635;5297.168;5297.168;5275.635;5146.436;5060.303;4844.971;4780.371;4780.371;4801.904;5081.836;5124.902;5297.168;5383.301;5447.900;5447.900;5469.434;5469.434;5469.434;5490.967;5512.500;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5555.566;5555.566	154	0	r	r	na	1	234	0	0
30	Spectrogram 1	1	109.859952472	110.114439089	0.2545	2.690	3.632	0.4444	947.461	654.902	1108.296	453.394	0.4762	947.461;947.461;947.461;947.461;947.461;925.928;925.928;990.527;990.527;990.527;990.527;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1012.061;1012.061;1012.061;1012.061;1012.061;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;968.994;968.994;968.994;968.994;968.994;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;925.928;925.928;925.928;904.395;904.395;904.395;904.395;904.395;904.395;904.395;904.395;925.928;839.795;839.795;839.795;818.262;818.262;818.262;818.262;818.262;818.262;818.262;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195	947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;968.994;990.527;990.527;990.527;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1012.061;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1012.061;1012.061;1012.061;1012.061;1012.061;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;968.994;968.994;968.994;968.994;968.994;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;925.928;925.928;925.928;925.928;904.395;904.395;904.395;904.395;904.395;904.395;904.395;882.861;882.861;861.328;839.795;839.795;839.795;818.262;818.262;818.262;818.262;818.262;818.262;818.262;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;796.729;796.729;796.729	154	1	h	l	0	1	234	0	0
31	Spectrogram 1	1	133.293158616	133.501520862	0.2084	6.490	7.160	0.7573	5878.564	1435.747	12166.063	10730.316	0.5922	5706.299;5706.299;5706.299;5706.299;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2670.117;2691.650;2691.650;5943.164;5943.164;5943.164;5943.164;6029.297;6029.297;6029.297;6029.297;6029.297;6007.764;6007.764;6007.764;6007.764;6007.764;6007.764;6007.764;6007.764;6007.764;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;5943.164;5943.164;5943.164;5964.697;5964.697;5943.164;5943.164;5943.164;6244.629;6244.629;6244.629;6244.629;6244.629;6223.096;6223.096;6093.896;6093.896;6072.363;6072.363;6072.363;6201.562;6201.562;6201.562;6158.496;6158.496;6223.096;6223.096;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5878.564;5900.098;5900.098;5900.098;5900.098;5900.098;5900.098;5921.631;5921.631;5921.631;5921.631;5706.299;5706.299;5684.766;5684.766;5684.766;5684.766;5684.766;5684.766;5900.098;5900.098;5900.098;5900.098	5663.232;3962.109;3143.848;2928.516;2842.383;2777.783;2734.717;2713.184;2713.184;2777.783;2950.049;3122.314;3165.381;3359.180;3574.512;3875.977;4026.709;4048.242;4198.975;4565.039;5081.836;5103.369;5103.369;5124.902;5146.436;5232.568;5792.432;5792.432;5835.498;5878.564;5878.564;5878.564;5878.564;5900.098;5900.098;5900.098;5900.098;5921.631;5921.631;5943.164;5943.164;5943.164;5943.164;5943.164;5921.631;5921.631;5921.631;5900.098;5835.498;5749.365;5663.232;5512.500;5426.367;5447.900;5555.566;5663.232;5727.832;5792.432;5900.098;5921.631;5921.631;5921.631;5921.631;5921.631;5921.631;5900.098;5835.498;5749.365;5706.299;5684.766;5684.766;5706.299;5727.832;5792.432;5857.031;5857.031;5878.564;5878.564;5878.564;5878.564;5878.564;5857.031;5857.031;5835.498;5749.365;5727.832;5749.365;5792.432;5857.031;5813.965;5749.365;5727.832;5706.299;5706.299;5706.299;5684.766;5684.766;5684.766;5684.766;5706.299;5727.832;5749.365;5857.031;5878.564	154	0	r	r	na	1	235	0	0
32	Spectrogram 1	1	133.552032922	133.640429027	0.0884	2.069	1.990	0.8140	1055.127	881.599	1083.107	201.508	0.7442	947.461;947.461;947.461;947.461;947.461;947.461;968.994;968.994;968.994;990.527;990.527;990.527;990.527;1012.061;1012.061;1012.061;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127	947.461;947.461;947.461;947.461;947.461;947.461;968.994;968.994;968.994;968.994;990.527;990.527;990.527;990.527;1012.061;1012.061;1012.061;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127	154	1	h	p	2	1	235	0	0
33	Spectrogram 1	1	133.671999064	133.773023183	0.1010	5.625	6.105	0.1837	2088.721	1876.546	7191.327	5314.781	0.4286	6373.828;6287.695;6287.695;2067.188;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;2088.721;6093.896;6093.896;6093.896;6115.430;6115.430;6115.430;6115.430;6201.562;6201.562;6201.562;6201.562;6201.562;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562	6223.096;6201.562;6093.896;6050.830;5620.166;3682.178;2670.117;2433.252;2454.785;2648.584;2799.316;3596.045;5404.834;5813.965;6050.830;6072.363;6093.896;6093.896;6093.896;6093.896;6093.896;6093.896;6093.896;5986.230;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5943.164;5921.631;5921.631;5964.697;6029.297;6115.430;6136.963;6158.496;6158.496;6180.029;6180.029;6180.029;6158.496;6115.430;6050.830;5900.098;5706.299;5534.033	154	0	r	r	na	1	235	0	0
34	Spectrogram 1	1	133.867733295	134.095037564	0.2273	2.403	2.812	0.1681	1076.660	680.091	1108.296	428.205	0.2035	1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;990.527;990.527;990.527;990.527;990.527;990.527;990.527;968.994;968.994;968.994;968.994;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;925.928;925.928;925.928;925.928;904.395;904.395;904.395;904.395;904.395;904.395;882.861;882.861;882.861;882.861;882.861;861.328;861.328;925.928;925.928;925.928;925.928;925.928;925.928;839.795;839.795;839.795;839.795;839.795;839.795;818.262;818.262;818.262;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195	1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1076.660;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1055.127;1033.594;1033.594;1033.594;1033.594;1033.594;1012.061;990.527;990.527;990.527;990.527;990.527;990.527;990.527;968.994;968.994;968.994;968.994;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;925.928;925.928;925.928;904.395;904.395;904.395;904.395;904.395;904.395;904.395;904.395;882.861;882.861;882.861;882.861;904.395;904.395;925.928;925.928;925.928;925.928;925.928;925.928;904.395;861.328;839.795;839.795;839.795;839.795;818.262;818.262;818.262;818.262;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;796.729;796.729;796.729	154	1	h	l	0	1	235	0	0
35	Spectrogram 1	1	158.260848180	158.309959633	0.0491	2.549	2.772	0.7500	775.195	623.384	819.305	195.921	0.6667	667.529;667.529;667.529;667.529;667.529;667.529;667.529;710.596;710.596;732.129;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195	667.529;667.529;667.529;667.529;667.529;689.062;689.062;710.596;710.596;732.129;732.129;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;753.662	154	1	h	p	0	1	236	0	0
36	Spectrogram 1	1	158.711780607	158.769821414	0.0580	1.861	1.902	0.5714	775.195	659.006	810.400	151.394	0.5000	753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;796.729;796.729;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195	753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;753.662;753.662;753.662;753.662;753.662;753.662	154	1	h	p	0	1	236	0	0
37	Spectrogram 1	1	158.806502271	158.853857326	0.0474	1.929	2.013	0.5000	775.195	686.388	818.627	132.239	0.5000	753.662;753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;796.729	753.662;753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;753.662	154	1	h	p	0	1	236	0	0
38	Spectrogram 1	1	158.891741371	158.939096427	0.0474	1.857	2.016	0.5652	796.729	711.576	824.925	113.349	0.4783	753.662;753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;775.195;775.195	753.662;753.662;753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;775.195;775.195;775.195;775.195;775.195	154	1	h	p	0	1	236	0	0
39	Spectrogram 1	1	159.166400696	159.232697774	0.0663	2.313	2.632	0.5625	839.795	698.982	862.707	163.725	0.5000	753.662;753.662;753.662;775.195;775.195;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;818.262;818.262;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;818.262;796.729;796.729;796.729;796.729;796.729;796.729;775.195	775.195;753.662;753.662;775.195;775.195;775.195;775.195;775.195;796.729;796.729;796.729;796.729;796.729;818.262;818.262;818.262;818.262;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;818.262;818.262;796.729;796.729;796.729;775.195;775.195;775.195	154	1	h	p	0	1	236	0	0
40	Spectrogram 1	1	159.276895826	159.321093879	0.0442	2.382	2.634	0.2381	796.729	705.279	900.490	195.211	0.4286	796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;818.262;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;839.795;796.729;796.729;796.729;796.729	775.195;775.195;796.729;796.729;796.729;796.729;796.729;796.729;818.262;818.262;818.262;839.795;839.795;839.795;839.795;839.795;839.795;818.262;818.262;796.729;796.729;796.729	154	1	h	p	0	1	236	0	0
41	Spectrogram 1	1	159.583125188	159.646265263	0.0631	2.246	2.404	0.6000	882.861	724.170	919.382	195.212	0.6000	818.262;818.262;818.262;818.262;818.262;818.262;839.795;839.795;861.328;861.328;861.328;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;861.328;861.328;861.328;861.328;861.328	818.262;818.262;818.262;818.262;818.262;818.262;818.262;818.262;839.795;861.328;861.328;861.328;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;882.861;861.328;861.328;861.328;839.795;839.795	154	1	h	p	0	1	236	0	0
42	Spectrogram 1	1	159.687306311	159.740975375	0.0537	2.432	2.801	0.5000	861.328	717.873	913.084	195.211	0.5385	818.262;818.262;818.262;818.262;818.262;839.795;839.795;839.795;839.795;839.795;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;796.729;796.729;796.729;796.729;796.729;796.729	818.262;818.262;818.262;818.262;818.262;818.262;839.795;839.795;839.795;839.795;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;839.795;818.262;818.262;796.729;796.729;796.729;796.729;796.729	154	1	h	p	0	1	236	0	0
43	Spectrogram 1	1	159.992208874	160.787773814	0.7956	4.700	5.370	0.5491	6223.096	5264.404	6826.094	1561.690	0.5516	6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6244.629;6287.695;6287.695;6287.695;6287.695;6287.695;6287.695;6287.695;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6050.830;6201.562;6201.562;6201.562;6201.562;6373.828;6373.828;6373.828;6373.828;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6180.029;6180.029;6180.029;6244.629;6244.629;6266.162;6266.162;6266.162;6266.162;6266.162;6352.295;6352.295;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6266.162;6266.162;6266.162;6266.162;6266.162;6158.496;6158.496;6158.496;6158.496;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6287.695;6287.695;6287.695;6244.629;6244.629;6244.629;6309.229;6309.229;6158.496;6158.496;6438.428;6438.428;6438.428;6438.428;6438.428;6438.428;6438.428;6416.895;6416.895;6416.895;6416.895;6416.895;6416.895;6244.629;6244.629;6244.629;6244.629;6223.096;6223.096;6223.096;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6352.295;6309.229;6309.229;6309.229;6309.229;6309.229;6309.229;6309.229;6309.229;6287.695;6244.629;6244.629;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6180.029;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6093.896;6093.896;6201.562;6201.562;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6352.295;6352.295;5620.166;5620.166;5620.166;5620.166;5620.166;5620.166;6309.229;6309.229;5986.230;5986.230;5986.230;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6373.828;6352.295;6352.295;6352.295;6352.295;6330.762;6330.762;6330.762;6330.762;6330.762;5340.234;5340.234;5340.234;5340.234;5340.234;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5964.697;5986.230;5986.230;5986.230;5986.230;5986.230;5986.230;5986.230;5490.967;5490.967;5490.967;5490.967;5469.434;5469.434;5469.434;5469.434;5469.434;5469.434;6072.363;6158.496;6158.496;6158.496;6158.496;6158.496;6136.963;6136.963;6136.963;6136.963;6136.963;6136.963;6244.629;6244.629;6244.629;6223.096;6223.096;6223.096;6223.096;6223.096;6201.562;6201.562;5512.500;5512.500;5512.500;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;5534.033;6158.496;6158.496;6158.496;6158.496;6158.496;6180.029;6180.029;6180.029;6201.562;6201.562;5900.098;5900.098;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6201.562;6201.562;6201.562;6201.562;6201.562;6201.562	6244.629;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6244.629;6244.629;6266.162;6266.162;6266.162;6287.695;6287.695;6287.695;6287.695;6309.229;6352.295;6352.295;6352.295;6330.762;6287.695;6266.162;6244.629;6244.629;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6244.629;6266.162;6266.162;6266.162;6266.162;6266.162;6266.162;6266.162;6309.229;6330.762;6330.762;6330.762;6309.229;6266.162;6266.162;6266.162;6266.162;6309.229;6330.762;6330.762;6352.295;6352.295;6352.295;6352.295;6330.762;6330.762;6309.229;6287.695;6266.162;6244.629;6223.096;6201.562;6223.096;6244.629;6244.629;6266.162;6266.162;6287.695;6287.695;6287.695;6309.229;6309.229;6309.229;6287.695;6287.695;6287.695;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6266.162;6266.162;6287.695;6287.695;6287.695;6309.229;6330.762;6330.762;6330.762;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6352.295;6330.762;6330.762;6330.762;6330.762;6330.762;6330.762;6330.762;6330.762;6309.229;6309.229;6309.229;6287.695;6287.695;6287.695;6287.695;6287.695;6287.695;6287.695;6287.695;6309.229;6352.295;6416.895;6438.428;6438.428;6438.428;6438.428;6438.428;6416.895;6416.895;6416.895;6416.895;6395.361;6373.828;6309.229;6266.162;6244.629;6244.629;6244.629;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6244.629;6309.229;6309.229;6309.229;6309.229;6309.229;6309.229;6309.229;6287.695;6287.695;6266.162;6244.629;6244.629;6201.562;6180.029;6180.029;6180.029;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6158.496;6136.963;6136.963;6136.963;6136.963;6136.963;6136.963;6136.963;6201.562;6201.562;6201.562;6201.562;6201.562;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6266.162;6309.229;6309.229;6330.762;6330.762;6330.762;6330.762;6309.229;6309.229;6287.695;6266.162;6266.162;6266.162;6266.162;6244.629;6244.629;6244.629;6244.629;6244.629;6223.096;6223.096;6223.096;6223.096;6244.629;6244.629;6287.695;6287.695;6266.162;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6244.629;6115.430;6093.896;6093.896;6072.363;6050.830;6007.764;6007.764;6007.764;6007.764;6050.830;6072.363;6093.896;6093.896;6136.963;6158.496;6180.029;6244.629;6266.162;6309.229;6309.229;6330.762;6330.762;6309.229;6309.229;6309.229;6287.695;6180.029;6158.496;6007.764;5900.098;5835.498;5813.965;5792.432;5792.432;5813.965;5813.965;5857.031;5857.031;5878.564;5878.564;5878.564;5900.098;5943.164;5943.164;5964.697;5964.697;5986.230;5986.230;5986.230;5986.230;5986.230;5964.697;5943.164;5900.098;5792.432;5706.299;5577.100;5555.566;5512.500;5512.500;5555.566;5577.100;5620.166;5835.498;6007.764;6050.830;6072.363;6072.363;6072.363;6072.363;6072.363;6072.363;6115.430;6115.430;6136.963;6136.963;6136.963;6158.496;6158.496;6158.496;6136.963;6115.430;6007.764;5921.631;5857.031;5813.965;5641.699;5577.100;5577.100;5577.100;5598.633;5620.166;5620.166;5641.699;5684.766;5878.564;5943.164;6007.764;6029.297;6029.297;6050.830;6050.830;6050.830;6050.830;6050.830;6050.830;6072.363;6072.363;6072.363;6093.896;6115.430;6136.963;6158.496;6158.496;6158.496;6136.963;6136.963;6136.963;6136.963	154	0	z	m	1	1	236	2	2
44	Spectrogram 1	1	160.914053964	161.273952389	0.3599	2.844	3.947	0.5922	861.328	554.148	1032.730	478.582	0.4972	581.396;904.395;904.395;904.395;904.395;904.395;904.395;904.395;904.395;925.928;968.994;968.994;968.994;968.994;968.994;968.994;968.994;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;882.861;861.328;861.328;861.328;861.328;861.328;861.328;861.328;882.861;882.861;882.861;904.395;904.395;925.928;925.928;925.928;925.928;925.928;925.928;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;861.328;861.328;861.328;861.328;818.262;925.928;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;839.795;839.795;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;775.195;775.195;775.195;775.195;775.195;775.195;775.195;775.195;753.662;753.662;753.662;689.062;689.062;689.062;689.062;689.062;689.062;689.062;689.062;689.062;689.062;689.062;689.062;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;689.062;689.062;689.062;667.529;667.529;667.529;667.529;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;624.463;624.463;624.463;624.463	710.596;732.129;732.129;882.861;882.861;904.395;904.395;904.395;904.395;925.928;925.928;947.461;968.994;968.994;968.994;968.994;968.994;968.994;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;990.527;968.994;968.994;947.461;947.461;947.461;925.928;925.928;925.928;925.928;925.928;904.395;904.395;882.861;861.328;861.328;861.328;861.328;882.861;882.861;882.861;882.861;904.395;904.395;904.395;925.928;925.928;925.928;925.928;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;947.461;925.928;925.928;925.928;925.928;904.395;904.395;882.861;882.861;861.328;861.328;861.328;861.328;861.328;861.328;839.795;839.795;818.262;796.729;796.729;796.729;796.729;796.729;796.729;796.729;796.729;818.262;818.262;818.262;839.795;839.795;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;861.328;839.795;839.795;839.795;818.262;796.729;796.729;775.195;775.195;775.195;775.195;753.662;753.662;753.662;753.662;732.129;710.596;710.596;689.062;689.062;689.062;689.062;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;710.596;689.062;689.062;689.062;689.062;689.062;689.062;667.529;667.529;667.529;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996;645.996	154	1	h	y	1	1	236	0	0
